Accession,Description,"Abundances (Grouped): F1, 126","Abundances (Grouped): F1, 127N","Abundances (Grouped): F1, 127C","Abundances (Grouped): F1, 128N","Abundances (Grouped): F1, 128C","Abundances (Grouped): F1, 129N","Abundances (Grouped): F1, 129C","Abundances (Grouped): F1, 130N","Abundances (Grouped): F1, 130C","Abundances (Grouped): F1, 131N","Abundances (Grouped): F1, 131C"
P50502,Hsc70-interacting protein OS=Homo sapiens OX=9606 GN=ST13 PE=1 SV=2,4438708.052,2961571.33,4631789.067,4278026.555,3978925.163,2416479.803,3515218.609,3370541.816,3266732.261,3230062.475,4643154.989
O43237,Cytoplasmic dynein 1 light intermediate chain 2 OS=Homo sapiens OX=9606 GN=DYNC1LI2 PE=1 SV=1,2460599.511,1846459.871,2876311.848,2486531.108,2511571.648,1777754.149,1891219.082,2230091.125,1933827.956,1729966.969,3154958.806
Q9UHD8,Septin-9 OS=Homo sapiens OX=9606 GN=SEPT9 PE=1 SV=2,7311741.344,5067781.808,7812293.875,6480605.898,6616850.861,5051969.793,5001411.567,5404243.033,4600281.576,5621327.9,8095219.679
P30038,"Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=ALDH4A1 PE=1 SV=3",5731388.928,3871353.848,5553205.051,4562579.058,4961739.297,2852426.447,4130348.716,3248853.47,3474474.775,5251743.033,5682963.857
Q14894,Ketimine reductase mu-crystallin OS=Homo sapiens OX=9606 GN=CRYM PE=1 SV=1,4644402.222,3530076.952,6254288.3,4957619.566,4673954.233,2963456.375,3911248.431,3419051.69,3177194.457,3976309.375,4421050.902
P52565,Rho GDP-dissociation inhibitor 1 OS=Homo sapiens OX=9606 GN=ARHGDIA PE=1 SV=3,4932076.863,3444641.691,5614046.316,6577352.578,4761122.907,3005735.692,3491874.249,3405049.872,3708559.814,3655363.751,4936240.948
Q9BPU6,Dihydropyrimidinase-related protein 5 OS=Homo sapiens OX=9606 GN=DPYSL5 PE=1 SV=1,3222970.532,2731882.434,4117481.572,3110626.112,3519892.975,2519921.531,2838161.55,3249917.994,2305307.485,2776308.917,3689810.474
P02787,Serotransferrin OS=Homo sapiens OX=9606 GN=TF PE=1 SV=3,3139824.381,3430856.322,4583478.417,8273587.204,4455186.75,2477237.635,2799691.562,4406887.987,3570795.769,3305946.43,4348346.494
P52209,"6-phosphogluconate dehydrogenase, decarboxylating OS=Homo sapiens OX=9606 GN=PGD PE=1 SV=3",3577687.283,2615938.127,3722820.27,3611567.584,3330354.207,2243918.638,2554671.435,3049594.312,2516711.992,2635461.794,3884451.443
Q13561,Dynactin subunit 2 OS=Homo sapiens OX=9606 GN=DCTN2 PE=1 SV=4,4544379.02,2901073.344,5064884.84,4212433.886,4028990.674,2716726.336,3295690.207,3311263.406,3109982.589,3219520.695,4479397.941
Q9UPA5,Protein bassoon OS=Homo sapiens OX=9606 GN=BSN PE=1 SV=4,3090533.726,1625569.695,3219486.362,2085848.928,2233258.745,1416409.149,2073223.287,1486810.838,1617101.027,2071360.137,2027360.511
P49773,Histidine triad nucleotide-binding protein 1 OS=Homo sapiens OX=9606 GN=HINT1 PE=1 SV=2,10353427.98,6421472.923,10734540.97,8783781.189,8963942.976,6299148.054,7165847.082,7484674.494,6334771.811,6556573.691,10292487.24
Q16543,Hsp90 co-chaperone Cdc37 OS=Homo sapiens OX=9606 GN=CDC37 PE=1 SV=1,2579395.916,1802617.146,2968426.68,2236880.299,2346547.212,1555453.253,1963867.966,1880356.689,1872759.983,2029092.04,2613425.509
P52758,2-iminobutanoate/2-iminopropanoate deaminase OS=Homo sapiens OX=9606 GN=RIDA PE=1 SV=1,3870477.443,2512279.364,4229253.745,3611252.036,3420110.943,2091499.231,3082038.794,3588608.013,2657356.435,2827033.449,4953678.744
P67936,Tropomyosin alpha-4 chain OS=Homo sapiens OX=9606 GN=TPM4 PE=1 SV=3,4828584.836,2837117.544,4984649.895,4634745.456,3884664.825,2542161.416,3318392.155,3030242.659,2980452.992,3068850.97,4889173.311
Q10567,AP-1 complex subunit beta-1 OS=Homo sapiens OX=9606 GN=AP1B1 PE=1 SV=2,1200143.756,799261.4746,1367705.779,1258233.254,1046437.922,754111.0313,866860.9355,957831.2949,738243.6699,791703.6914,1314414.559
Q9P0L0,Vesicle-associated membrane protein-associated protein A OS=Homo sapiens OX=9606 GN=VAPA PE=1 SV=3,11013397.65,7433426.749,12230647.8,11110487.05,10341053.51,6921876.533,7552773.995,9030509.608,7625170.51,8547828.448,12511626.52
Q16799,Reticulon-1 OS=Homo sapiens OX=9606 GN=RTN1 PE=1 SV=1,3558482.952,2513214.684,4755923.693,3087868.512,3292956.918,2394665.478,3109318.274,2318876.578,2303030.086,2730627.022,3568131.741
Q14974,Importin subunit beta-1 OS=Homo sapiens OX=9606 GN=KPNB1 PE=1 SV=2,2677262.842,2274306.513,3413071.678,3138429.616,2912554.469,1938243.876,2195921.57,2557114.886,2015505.672,2375383.806,3472612.816
O95292,Vesicle-associated membrane protein-associated protein B/C OS=Homo sapiens OX=9606 GN=VAPB PE=1 SV=3,8113321.958,4795939.271,8813006.371,6426936.727,7416480.464,5189715.29,5549374.258,6261240.606,4801998.563,5401265.457,7441856.628
P00738,Haptoglobin OS=Homo sapiens OX=9606 GN=HP PE=1 SV=1,3408014.279,3974899.831,4845223.394,11365031.63,5189650.555,3229377.766,3160136.993,2806574.683,2484016.859,1723569.884,15288916.7
P78352,Disks large homolog 4 OS=Homo sapiens OX=9606 GN=DLG4 PE=1 SV=3,2893160.427,2120399.816,3273332.044,2309027.761,2760140.119,1935729.178,2215619.373,1873444.789,1897176.825,2487262.314,2619350.583
Q13424,Alpha-1-syntrophin OS=Homo sapiens OX=9606 GN=SNTA1 PE=1 SV=1,2819501.776,1864546.657,2863809.232,1899984.699,2516251.481,1819190.695,1969275.46,2549787.748,2094359.558,2434792.698,2636224.532
O94826,Mitochondrial import receptor subunit TOM70 OS=Homo sapiens OX=9606 GN=TOMM70 PE=1 SV=1,5969113.805,4329456.138,6961855.926,6064659.91,5757967.327,3760105.935,4639117.441,4539296.851,3921743.815,4676301.667,7127475.782
Q16851,UTP--glucose-1-phosphate uridylyltransferase OS=Homo sapiens OX=9606 GN=UGP2 PE=1 SV=5,3915710.576,2754841.513,4214887.465,3824933.511,3620575.639,2471927.532,2778171.278,3020151.153,2622320.039,2805447.396,4289482.461
Q16698,"2,4-dienoyl-CoA reductase, mitochondrial OS=Homo sapiens OX=9606 GN=DECR1 PE=1 SV=1",2180902.613,1472813.106,2312896.423,1249468.968,1929673.877,1229526.095,1641153.634,1912240.168,1639885.044,1704806.208,2408167.507
P54289,Voltage-dependent calcium channel subunit alpha-2/delta-1 OS=Homo sapiens OX=9606 GN=CACNA2D1 PE=1 SV=3,1587519.112,1167072.366,1933708.293,1655769.846,1612192.117,1089454.83,1262766.684,1315510.857,1079752.339,1401097.905,1884959.201
P08247,Synaptophysin OS=Homo sapiens OX=9606 GN=SYP PE=1 SV=3,29519169.8,16658060.81,29632951.56,24551554.88,21616391.34,13072540.46,18626801.79,14945539.12,14905313.44,19518133.26,18378179.63
O96000,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10 OS=Homo sapiens OX=9606 GN=NDUFB10 PE=1 SV=3,2480821.76,1507938.106,2886355.682,2087131.516,1999549.131,1254790.983,1509975.842,1277164.605,1474758.203,1534682.476,2128011.46
P23297,Protein S100-A1 OS=Homo sapiens OX=9606 GN=S100A1 PE=1 SV=2,3673048.341,2913381.285,4550684.221,3636001.699,4258228.432,2640640.898,2876622.122,4271536.966,3491350.77,3423678.131,4724870.445
Q14203,Dynactin subunit 1 OS=Homo sapiens OX=9606 GN=DCTN1 PE=1 SV=3,1081068.366,887144.0433,1329548.014,1255569.002,1190753.317,844126.9201,876375.6806,1007864.537,834871.8843,915746.057,1451931.964
O94973,AP-2 complex subunit alpha-2 OS=Homo sapiens OX=9606 GN=AP2A2 PE=1 SV=2,3726002.915,2717718.668,4561949.417,4397146.682,3718218.93,2538617.429,2791643.925,3051510.101,2458395.827,2769366.583,4296756.042
Q07866,Kinesin light chain 1 OS=Homo sapiens OX=9606 GN=KLC1 PE=1 SV=2,2021152.384,1200396.115,2115249.017,1831427.811,1732570.348,1059905.407,1281527.827,1345551.764,1274695.294,1260559.651,1829825.254
Q9UN36,Protein NDRG2 OS=Homo sapiens OX=9606 GN=NDRG2 PE=1 SV=2,5958788.052,4463065.712,7381505.43,6319367.017,6126285.868,3777031.805,4852085.146,5382329.569,4725950.025,5209836.824,6730051.569
Q8N111,Cell cycle exit and neuronal differentiation protein 1 OS=Homo sapiens OX=9606 GN=CEND1 PE=1 SV=1,6250666.976,3130073.605,6805819.878,5233592.782,4526267.191,2616080.958,3427053.397,2774795.956,3183040.262,2981007.016,4821272.303
P05413,"Fatty acid-binding protein, heart OS=Homo sapiens OX=9606 GN=FABP3 PE=1 SV=4",6398511.23,4617478.519,8889232.923,8716560.032,6709824.508,4586981.714,4858783.561,5410880.132,4136339.315,3500833.916,4626620.814
P05771,Protein kinase C beta type OS=Homo sapiens OX=9606 GN=PRKCB PE=1 SV=4,3975536.192,2702463.443,3933689.908,3168360.9,3763911.886,2587975.388,2986722.704,3214345.341,2550567.776,2801490.512,4228780.02
P06748,Nucleophosmin OS=Homo sapiens OX=9606 GN=NPM1 PE=1 SV=2,2279995.512,1805960.091,2358434.816,2800253.007,2357815.245,1703833.468,1941391.024,2241142.457,1648734.568,1604947.423,2785103.26
P37837,Transaldolase OS=Homo sapiens OX=9606 GN=TALDO1 PE=1 SV=2,3663231.814,2894897.021,4299674.992,4667599.253,3922475.332,2602799.93,2869492.665,3902687.381,3233681.894,2529884.881,5639179.536
O95197,Reticulon-3 OS=Homo sapiens OX=9606 GN=RTN3 PE=1 SV=2,3265953.276,1971338.982,3499031.152,2564081.221,2673538.415,1732542.841,2111335.527,1956516.738,1814134.495,1951788.309,2805414.807
Q9ULD0,"2-oxoglutarate dehydrogenase-like, mitochondrial OS=Homo sapiens OX=9606 GN=OGDHL PE=1 SV=3",3055450.428,1854641.763,3338694.091,2126772.268,2590680.093,1660187.311,2132144.062,2373589.182,1860932.818,2248398.417,3322183.703
Q9H4B7,Tubulin beta-1 chain OS=Homo sapiens OX=9606 GN=TUBB1 PE=1 SV=1,49493.29102,25702.27148,57199.98633,52624.64063,40846.73145,22263.65039,12471.46436,37093.46484,46670.16504,68668.00781,21215.32324
Q8N3V7,Synaptopodin OS=Homo sapiens OX=9606 GN=SYNPO PE=1 SV=2,3202612.731,1570497.019,3255103.425,1527595.834,2194981.919,1579146.414,2163916.041,1319041.287,1510701.649,2129120.451,1379250.076
P69891,Hemoglobin subunit gamma-1 OS=Homo sapiens OX=9606 GN=HBG1 PE=1 SV=2,772820.6819,1277775.798,842438.3931,1356537.14,1665237.677,813012.3961,1975575.338,1121525.172,676141.7712,6794852.918,1983195.261
Q96E17,Ras-related protein Rab-3C OS=Homo sapiens OX=9606 GN=RAB3C PE=2 SV=1,7377707.326,6000168.652,9119039.322,8209588.788,7661754.37,5209830.356,5967909.507,5911170.545,5232341.718,7233810.697,7743169.56
O43236,Septin-4 OS=Homo sapiens OX=9606 GN=SEPT4 PE=1 SV=1,2399411.862,1634939.999,2669196.441,1801056.031,2265634.704,1355060.76,1832140.888,2087628.328,1915157.398,1516925.525,3402342.076
P49189,4-trimethylaminobutyraldehyde dehydrogenase OS=Homo sapiens OX=9606 GN=ALDH9A1 PE=1 SV=3,3141046.001,2424310.963,3765180.435,3020373.598,3233012.462,2224828.432,2177954.592,3168647.519,2459919.661,2447095.066,3892421.115
P47755,F-actin-capping protein subunit alpha-2 OS=Homo sapiens OX=9606 GN=CAPZA2 PE=1 SV=3,3308563.175,2471318.714,4090449.722,3875579.355,3360384.295,2442931.422,2605252.033,2723907.033,2224632.886,2660975.587,3688742.599
P05090,Apolipoprotein D OS=Homo sapiens OX=9606 GN=APOD PE=1 SV=1,4440469.018,3357537.928,4381991.573,7109000.527,4678620.443,2223426.52,2953064.843,2946786.02,5471525.68,2747364.894,6173661.436
Q02790,Peptidyl-prolyl cis-trans isomerase FKBP4 OS=Homo sapiens OX=9606 GN=FKBP4 PE=1 SV=3,1852416.359,1497206.576,2307486.937,2322484.367,1917223.854,1377252.821,1587766.376,1641431.839,1412877.753,1494606.723,2460039.129
P45974,Ubiquitin carboxyl-terminal hydrolase 5 OS=Homo sapiens OX=9606 GN=USP5 PE=1 SV=2,3070829.761,2177206.924,3308431.69,2511133.278,2928413.07,2106726.535,2352358.885,2468770.451,2165875.454,2246001.639,3292009.959
P61019,Ras-related protein Rab-2A OS=Homo sapiens OX=9606 GN=RAB2A PE=1 SV=1,4138597.387,2756014.5,4637166.665,3450512.065,3792686.213,2311993.227,2856544.868,2941956.789,2760331.687,2794146.745,4429373.225
P49821,"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFV1 PE=1 SV=4",3589846.981,2521979.828,4150744.192,4118289.167,3369506.326,2267295.341,2521603.299,2605256.09,2613982.814,2464445.063,3638903.957
P52306,Rap1 GTPase-GDP dissociation stimulator 1 OS=Homo sapiens OX=9606 GN=RAP1GDS1 PE=1 SV=3,1830300.861,1430570.332,2243193.69,2213627.508,1889193.021,1326869.817,1576155.605,1689845.1,1361559.223,1439296.858,2425311.96
P55327,Tumor protein D52 OS=Homo sapiens OX=9606 GN=TPD52 PE=1 SV=2,2158397.207,1393005.294,2405946.138,1921812.876,1846189.07,1216453.583,1479034.409,1478010,1297873.586,1551159.362,2181320.192
P99999,Cytochrome c OS=Homo sapiens OX=9606 GN=CYCS PE=1 SV=2,7613943.979,4609756.532,9088582.256,6989822.773,6243988.691,4965750.123,6061137.065,2170595.838,4318952.692,4215720.927,5082427.396
P36542,"ATP synthase subunit gamma, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1C PE=1 SV=1",2513847.016,1949781.099,3016764.731,4493805.016,2512528.387,1667685.916,2226548.122,2108622.719,1766226.501,1476302.04,3832115.137
P61106,Ras-related protein Rab-14 OS=Homo sapiens OX=9606 GN=RAB14 PE=1 SV=4,1693202.473,1208399.754,2001255.273,1742945.269,1555998.002,1029058.609,1120289.752,1221619.837,1081561.449,1128940.853,1762243.505
P50213,"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=IDH3A PE=1 SV=1",6576240.38,4141490.994,6833588.08,5486605.327,5441391.109,3867898.904,4335724.099,4343758.654,3812539.101,4103841.225,5737982.79
Q9NTK5,Obg-like ATPase 1 OS=Homo sapiens OX=9606 GN=OLA1 PE=1 SV=2,3426489.532,2765878.667,4179450.891,4519439.363,3656366,2607546.363,3020382.547,2932473.051,2629614.389,2687048.231,4768637.382
P13639,Elongation factor 2 OS=Homo sapiens OX=9606 GN=EEF2 PE=1 SV=4,5993258.615,4871494.512,7148351.891,7566906.307,6455732.883,4249829.508,4631068.866,5922092.874,4845433.508,5046135.732,7276280.819
O60641,Clathrin coat assembly protein AP180 OS=Homo sapiens OX=9606 GN=SNAP91 PE=1 SV=2,7291413.746,4978462.747,8828301.404,6914323.95,6586757.132,4634996.079,5728984.4,4764754.157,5158972.063,5450921.211,6698624.578
P62826,GTP-binding nuclear protein Ran OS=Homo sapiens OX=9606 GN=RAN PE=1 SV=3,8313872.443,5502090.238,9338254.999,8336931.679,7294443.879,4926810.785,6306133.091,5933506.073,5656172.581,5462170.436,8391490.773
Q15286,Ras-related protein Rab-35 OS=Homo sapiens OX=9606 GN=RAB35 PE=1 SV=1,1179782.069,796037.126,1380758.684,1270747.722,1097331.441,768704.2334,922936.688,901110.0225,721604.0945,967413.6836,1316099.247
P51991,Heterogeneous nuclear ribonucleoprotein A3 OS=Homo sapiens OX=9606 GN=HNRNPA3 PE=1 SV=2,3403363.208,2323550.244,3815389.414,3029370.002,3109979.046,2107140.201,2634208.178,2870412.218,2212748.028,2689830.785,3957861.291
O15394,Neural cell adhesion molecule 2 OS=Homo sapiens OX=9606 GN=NCAM2 PE=1 SV=2,2654040.043,2300356.333,3854547.426,3371062.827,3165475.213,2154762.719,2383322.568,2782273.291,2032048.894,2459802.308,3580730.733
O43181,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFS4 PE=1 SV=1",7454659.071,3941147.166,7300229.175,5792888.897,5333741.653,3245428.087,4857845.362,3650236.947,4214620.457,3791488.805,6237530.267
P27816,Microtubule-associated protein 4 OS=Homo sapiens OX=9606 GN=MAP4 PE=1 SV=3,1964288.628,1283155.957,2304107.157,2183950.787,1879545.073,1359991.331,1624707.483,1599742.483,1555011.051,1183428.037,2188820.831
P11233,Ras-related protein Ral-A OS=Homo sapiens OX=9606 GN=RALA PE=1 SV=1,6282332.442,4794472.953,7555148.019,6693324.794,6431061.211,3951068.136,5297379.025,5051562.778,4733183.651,4589594.65,8349205.107
Q92686,Neurogranin OS=Homo sapiens OX=9606 GN=NRGN PE=1 SV=1,1342228.89,1380044.662,2214907.886,1127623.784,2090145.778,1533830.909,2402615.916,1567902.021,1177234.616,1174931.844,1484198.525
Q9ULU8,Calcium-dependent secretion activator 1 OS=Homo sapiens OX=9606 GN=CADPS PE=1 SV=3,2264930.653,1568341.177,2668633.123,2218661.033,2173450.519,1466444.845,1659987.568,1649984.319,1608062.412,1852969.569,2265117.547
Q96FC7,Phytanoyl-CoA hydroxylase-interacting protein-like OS=Homo sapiens OX=9606 GN=PHYHIPL PE=1 SV=3,2965882.323,1770486.11,3154640.384,2321067.494,2482835.739,1413574.116,1918575.471,1928864.357,1826538.437,1805403.409,2662600.08
P07237,Protein disulfide-isomerase OS=Homo sapiens OX=9606 GN=P4HB PE=1 SV=3,3016562.586,1973811.589,3222204.635,3919681.423,2769550.793,1873687.313,2094129.739,2513851.953,2129039.635,2040141.429,2862131.525
P02545,Prelamin-A/C OS=Homo sapiens OX=9606 GN=LMNA PE=1 SV=1,2083114.858,1654514.958,2360750.758,3000804.753,2280418.628,1367347.172,1607855.702,2294931.465,1973767.398,1525276.865,3153057.099
P20674,"Cytochrome c oxidase subunit 5A, mitochondrial OS=Homo sapiens OX=9606 GN=COX5A PE=1 SV=2",4238240.342,3545622.439,5590734.527,4685975.965,4445587.129,2777100.897,3454597.672,3110904.335,3483114.96,4458581.413,4930975.851
P26038,Moesin OS=Homo sapiens OX=9606 GN=MSN PE=1 SV=3,381579.9485,257091.5328,412351.9429,574171.6936,363643.4817,252233.4712,241923.0118,375053.0188,304657.2927,237585.6602,404881.1851
P38117,Electron transfer flavoprotein subunit beta OS=Homo sapiens OX=9606 GN=ETFB PE=1 SV=3,6689374.669,3939450.866,6716759.022,4945403.399,5432983.903,3361196.412,4877660.226,4008389.117,4134669.645,4434602.144,5863583.532
Q9BW30,Tubulin polymerization-promoting protein family member 3 OS=Homo sapiens OX=9606 GN=TPPP3 PE=1 SV=1,2162579.054,1602191.04,2063150.734,1913874.293,2143553.28,1280601.412,1349405.222,2708383.312,2195084.5,1153308.767,2636414.421
O75914,Serine/threonine-protein kinase PAK 3 OS=Homo sapiens OX=9606 GN=PAK3 PE=1 SV=2,476289.8945,278232.7637,537326.291,360621.9365,373938.8071,237727.8838,321388.811,270928.4316,283877.9229,349377.6006,376562.6914
Q9Y490,Talin-1 OS=Homo sapiens OX=9606 GN=TLN1 PE=1 SV=3,572070.9351,399765.9537,673911.5339,846747.6042,597800.1561,384667.5326,385491.9249,553572.2766,408575.7996,439991.8143,694456.9115
O94925,"Glutaminase kidney isoform, mitochondrial OS=Homo sapiens OX=9606 GN=GLS PE=1 SV=1",5498069.483,4356632.168,7091856.519,4482008.386,5934648.136,3440516.336,4348957.176,4719203.214,4147102.695,5266878.699,5792349.888
Q96FJ2,"Dynein light chain 2, cytoplasmic OS=Homo sapiens OX=9606 GN=DYNLL2 PE=1 SV=1",4585114.62,3200205.444,5350167.478,4704944.34,4174483.191,2844766.358,3443472.283,3184087.328,3122512.177,3625730.787,4009070.245
Q4V328,GRIP1-associated protein 1 OS=Homo sapiens OX=9606 GN=GRIPAP1 PE=1 SV=1,1092537.78,742715.4082,1277606.904,952845.3717,1009597.132,691666.9533,851640.0655,854987.9275,695659.5507,840498.9032,1189497.474
Q14019,Coactosin-like protein OS=Homo sapiens OX=9606 GN=COTL1 PE=1 SV=3,4293724.275,2636795.973,3897899.906,4413454.944,3534670.661,2545010.446,2577446.747,3445353.625,3269402.04,2672044.114,3839699.282
P54578,Ubiquitin carboxyl-terminal hydrolase 14 OS=Homo sapiens OX=9606 GN=USP14 PE=1 SV=3,2141261.425,1640298.066,2593798.581,2422094.722,2203438.18,1564505.237,1704740.785,1856491.507,1578485.174,1737973.596,2530567.08
P58546,Myotrophin OS=Homo sapiens OX=9606 GN=MTPN PE=1 SV=2,5141776.576,3151491.839,6017311.016,4409372.209,4488020.865,2745179.653,3416597.954,3854344.196,3433971.815,3511407.174,4544967.421
P02511,Alpha-crystallin B chain OS=Homo sapiens OX=9606 GN=CRYAB PE=1 SV=2,4844600.92,6803390.462,5765097.478,16489720.33,9088543.54,4753822.927,6784841.046,8961204.28,8741975.805,4113076.117,14914575.79
P22061,Protein-L-isoaspartate(D-aspartate) O-methyltransferase OS=Homo sapiens OX=9606 GN=PCMT1 PE=1 SV=4,5953061.826,4477760.041,6259861.645,8662533.476,6102862.658,4368477.771,4803261.741,5980663.699,4160591.59,3791669.685,5304781.635
P54727,UV excision repair protein RAD23 homolog B OS=Homo sapiens OX=9606 GN=RAD23B PE=1 SV=1,2729876.847,1828776.307,2967078.67,2747956.446,2462631.461,1708646.68,1888122.361,1869476.337,1856753.953,1968348.77,2619750.377
P24539,"ATP synthase F(0) complex subunit B1, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1 PE=1 SV=2",6218355.916,3354771.1,6488532.218,4308237.241,4620822.357,2510409.871,3306553.506,3000759.754,3369697.63,3206259.231,5404080.088
Q96QK1,Vacuolar protein sorting-associated protein 35 OS=Homo sapiens OX=9606 GN=VPS35 PE=1 SV=2,1374060.685,942962.2815,1633468.35,1372303.535,1284729.636,895044.1427,1063823.12,1086357.535,956214.1567,1008034.477,1351206.59
Q15907,Ras-related protein Rab-11B OS=Homo sapiens OX=9606 GN=RAB11B PE=1 SV=4,3455608.187,2355377.644,3737775.674,3296152.084,3215330.839,2313248.308,2184820.284,2423260.867,2375494.688,2222593.394,3673292.159
O75363,Breast carcinoma-amplified sequence 1 OS=Homo sapiens OX=9606 GN=BCAS1 PE=1 SV=2,1404144.016,1726499.149,1865160.403,2156971.789,2354743.772,1104336.202,1713135.703,2427935.237,2105073.544,1061179.64,4136090.28
P78417,Glutathione S-transferase omega-1 OS=Homo sapiens OX=9606 GN=GSTO1 PE=1 SV=2,4403402.131,3506817.957,5479913.503,5365030.079,4632497.275,2286770.119,3579095.426,4062432.482,3517820.425,3685710.706,6814755.396
Q16836,"Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=HADH PE=1 SV=3",5206007.947,3272200.786,5109543.874,4934131.96,4344589.386,2834275.346,3572096.925,3596092.961,3353316.331,3630732.058,4941342.973
P36871,Phosphoglucomutase-1 OS=Homo sapiens OX=9606 GN=PGM1 PE=1 SV=3,5426594.204,3742891.377,5923084.5,4840943.324,5044316.713,3845766.41,3608598.479,5465149.252,3854829.267,3471707.164,6301261.276
P32004,Neural cell adhesion molecule L1 OS=Homo sapiens OX=9606 GN=L1CAM PE=1 SV=2,2985901.331,1995718.045,3765713.393,3204020.735,2703272.527,2054256.197,2012683.279,2169308.282,1865159.416,2203831.511,3009635.343
P23246,"Splicing factor, proline- and glutamine-rich OS=Homo sapiens OX=9606 GN=SFPQ PE=1 SV=2",2214454.874,1683832.555,2552028.256,2401977.561,2175533.141,1634162.249,1789106.901,1984252.146,1893856.303,1842568.095,2476993.672
Q9UPY8,Microtubule-associated protein RP/EB family member 3 OS=Homo sapiens OX=9606 GN=MAPRE3 PE=1 SV=1,3252983.738,2192349.226,3670148.292,3930498.452,3078542.686,2291117.684,2315892.379,2510010.367,2276317.002,2262231.918,3365251.837
Q9BQI5,SH3-containing GRB2-like protein 3-interacting protein 1 OS=Homo sapiens OX=9606 GN=SGIP1 PE=1 SV=2,1794238.091,967752.0813,1888489.745,1343849.831,1390187.216,815530.2546,1184465.66,1082708.708,942363.3107,1095975.671,1434513.133
P31939,Bifunctional purine biosynthesis protein PURH OS=Homo sapiens OX=9606 GN=ATIC PE=1 SV=3,2749337.34,1968915.804,2739276.785,2307199.221,2699439.951,1592558.631,2270096.739,2621724.037,1857204.229,2400896.852,3771811.054
P27824,Calnexin OS=Homo sapiens OX=9606 GN=CANX PE=1 SV=2,2316577.044,1630383.657,2869794.888,2781861.188,2311459.249,1502773.877,1523352.343,1755567.403,1644327.602,1487600.486,2971068.105
Q9Y639,Neuroplastin OS=Homo sapiens OX=9606 GN=NPTN PE=1 SV=2,3914480.268,2141216.478,3945359.728,3257977.749,3020705.938,1937486.35,2211983.46,2138475.263,1881422.465,1933208.884,3128601.113
O60282,Kinesin heavy chain isoform 5C OS=Homo sapiens OX=9606 GN=KIF5C PE=1 SV=1,2307740.157,1709954.138,2804915.213,2488214.378,2262249.339,1492034.732,1769854.515,1780672.019,1762465.156,1835102.711,2646905.782
P30085,UMP-CMP kinase OS=Homo sapiens OX=9606 GN=CMPK1 PE=1 SV=3,4211332.665,2658099.588,4244882.683,3965927.757,3667799.847,2491002.976,3058443.941,3753747.702,2665752.051,2667926.363,5427084.228
O14531,Dihydropyrimidinase-related protein 4 OS=Homo sapiens OX=9606 GN=DPYSL4 PE=1 SV=2,2229961.49,1391415.795,2704213.88,1763096.11,1968064.738,1220553.862,1559670.27,1333710.745,1231706.413,1519330.639,1835977.089
P29218,Inositol monophosphatase 1 OS=Homo sapiens OX=9606 GN=IMPA1 PE=1 SV=1,2684078.599,1785041.778,2879815.846,2430468.854,2411298.298,1648012.289,1834300.094,2036245.7,1637448.616,1855306.974,3138535.969
Q9UQB8,Brain-specific angiogenesis inhibitor 1-associated protein 2 OS=Homo sapiens OX=9606 GN=BAIAP2 PE=1 SV=1,1131399.628,890878.4799,1498181.502,1102134.122,1164184.947,761857.2832,989242.4874,831044.2992,798712.9269,1058195.658,1254253.992
O95757,Heat shock 70 kDa protein 4L OS=Homo sapiens OX=9606 GN=HSPA4L PE=1 SV=3,2427224.448,1496656.727,2415309.101,1841984.19,2009990.897,1265652.598,1658552.7,1507460.969,1514411.49,1562589.392,2444370.695
Q8IZP2,Putative protein FAM10A4 OS=Homo sapiens OX=9606 GN=ST13P4 PE=5 SV=1,85905.84961,67617.84961,113475.9844,97391.70117,100385.4375,62713.38281,79730.10938,65787.46875,66502.98047,87248.0332,86999.49609
Q9Y4W6,AFG3-like protein 2 OS=Homo sapiens OX=9606 GN=AFG3L2 PE=1 SV=2,748348.028,474873.1455,865171.1929,694858.0481,631825.6082,390588.9332,493431.7928,474765.6578,505466.2734,433447.2694,701581.478
Q8NCB2,CaM kinase-like vesicle-associated protein OS=Homo sapiens OX=9606 GN=CAMKV PE=2 SV=2,1199633.345,955175.8972,1835675.488,949613.2201,1301928.611,987259.1191,1086456.206,1115842.567,873822.048,1215865.558,1253698.865
Q15847,Adipogenesis regulatory factor OS=Homo sapiens OX=9606 GN=ADIRF PE=1 SV=1,688852.2024,508756.0896,812097.6735,728878.6304,806731.2603,745923.4802,480767.0137,854755.1284,395713.1239,552990.4814,1257249.238
